ReviewID,ProductID,UserID,ReviewText,ReviewDate,Rating,Sentiment,ProductName,Details,Price,Category
223,188,1290,"Lightweight and easy to wear, ideal for festive occasions.",15-12-2023,5,Positive,Onam Saree,"Cotton, printed",1235,Kalamkari
224,148,1974,Okay for casual wear but not for Onam.,22-11-2023,3,Neutral,Onam Saree,"Cotton, handloom",1795,Kalamkari
225,127,1606,Beautiful Kalamkari saree with intricate designs.,07-08-2023,4,Positive,Kalamkari Saree,"Cotton, printed",1106,Jaipuri
226,167,1593,Feels very soft and comfortable to wear.,19-08-2023,4,Positive,Jaipuri Saree,"Cotton, handloom",1878,Office
227,193,1548,The saree looks stunning and is of great quality.,04-09-2023,5,Positive,Kalamkari Saree,"Cotton, handloom",1922,Jaipuri
228,148,1933,"Disappointed with the purchase, not worth the price.",27-11-2023,1,Negative,Kalamkari Saree,"Cotton, handloom",1830,Office
229,102,1247,I love the traditional Kalamkari patterns.,29-04-2024,5,Positive,Kalamkari Saree,"Cotton, formal",1006,Office
230,140,1995,Satisfactory for office but expected better.,18-12-2023,3,Neutral,Office Saree,"Cotton, formal",1266,Kalamkari
231,156,1188,"Prints are fine, but quality is average.",19-10-2023,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1378,Kalamkari
232,179,1223,The fabric is good quality and easy to maintain.,25-06-2024,4,Positive,Office Saree,"Cotton, handloom",1304,Kalamkari
233,159,1681,"Perfect for summer, light and airy.",02-01-2024,4,Positive,Jaipuri Saree,"Cotton, formal",1315,Onam
234,125,1259,Poor quality handloom work.,18-08-2023,1,Negative,Kalamkari Saree,"Cotton, formal",1032,Kalamkari
235,115,1430,The fabric is good quality and easy to maintain.,24-11-2023,5,Positive,Office Saree,"Cotton, printed",1316,Onam
236,126,1271,"Prints are fine, but quality is average.",08-12-2023,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1677,Onam
237,164,1667,Satisfactory but expected better.,12-01-2024,3,Neutral,Kalamkari Saree,"Cotton, printed",1007,Onam
238,119,1977,Vibrant colors and comfortable fabric.,22-10-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1811,Kalamkari
239,173,1664,"The saree is fine, but not very festive.",27-07-2023,3,Neutral,Onam Saree,"Cotton, printed",1041,Jaipuri
240,167,1985,"Prints are fine, but quality is average.",10-06-2024,3,Neutral,Jaipuri Saree,"Cotton, handloom",1293,Kalamkari
241,190,1923,The colors are vibrant and look amazing.,14-01-2024,5,Positive,Jaipuri Saree,"Cotton, lightweight",1155,Office
242,168,1490,The saree tore after a few uses.,28-10-2023,2,Negative,Onam Saree,"Cotton, printed",1510,Office
243,131,1439,Prints faded after first wash.,19-11-2023,2,Negative,Jaipuri Saree,"Cotton, lightweight",1652,Kalamkari
244,166,1427,Prints faded after first wash.,17-01-2024,1,Negative,Jaipuri Saree,"Cotton, formal",1198,Jaipuri
245,165,1947,"The saree is fine, but not very festive.",15-04-2024,3,Neutral,Onam Saree,"Cotton, formal",1464,Jaipuri
246,182,1076,Fabric is fine but not very comfortable.,29-05-2024,3,Neutral,Office Saree,"Cotton, formal",1395,Office
247,131,1247,"Too lightweight, feels cheap.",20-01-2024,1,Negative,Onam Saree,"Cotton, lightweight",1897,Kalamkari
248,188,1335,The fabric is rough and uncomfortable.,07-06-2024,1,Negative,Kalamkari Saree,"Cotton, lightweight",1454,Jaipuri
249,123,1108,Fabric is fine but the design is not great.,12-05-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1081,Jaipuri
250,172,1461,The handloom work on this saree is exceptional.,09-11-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1953,Onam
251,159,1444,"Fabric quality is poor, not suitable for Onam.",05-07-2024,1,Negative,Onam Saree,"Cotton, printed",1680,Kalamkari
252,110,1122,"The saree is okay, but nothing special.",04-09-2023,3,Neutral,Kalamkari Saree,"Cotton, printed",1251,Onam
253,139,1445,"The saree is fine, but not very festive.",25-10-2023,3,Neutral,Onam Saree,"Cotton, handloom",1226,Office
254,121,1059,I love the traditional Kalamkari patterns.,09-11-2023,5,Positive,Kalamkari Saree,"Cotton, handloom",1691,Jaipuri
255,151,1132,The fabric is rough and uncomfortable.,15-10-2023,2,Negative,Kalamkari Saree,"Cotton, lightweight",1396,Kalamkari
256,147,1602,"Perfect saree for office wear, very elegant.",23-08-2023,5,Positive,Office Saree,"Cotton, printed",1500,Onam
257,195,1507,Received many compliments during Onam.,24-10-2023,4,Positive,Onam Saree,"Cotton, formal",1537,Onam
258,137,1985,The handloom work on this saree is exceptional.,21-08-2023,4,Positive,Kalamkari Saree,"Cotton, lightweight",1111,Onam
259,107,1448,The design on the saree faded after one wash.,28-05-2024,2,Negative,Kalamkari Saree,"Cotton, lightweight",1639,Onam
260,123,1766,The handloom work on this saree is exceptional.,18-10-2023,5,Positive,Kalamkari Saree,"Cotton, lightweight",1683,Office
261,188,1004,The handloom work on this saree is exceptional.,30-05-2024,4,Positive,Kalamkari Saree,"Cotton, lightweight",1563,Onam
262,112,1122,"Disappointed with the quality, feels rough.",04-08-2023,1,Negative,Office Saree,"Cotton, printed",1937,Kalamkari
263,123,1053,"Simple yet stylish, great for daily wear.",11-08-2023,4,Positive,Office Saree,"Cotton, handloom",1466,Jaipuri
264,154,1249,Received many compliments during Onam.,15-03-2024,5,Positive,Onam Saree,"Cotton, handloom",1591,Kalamkari
265,139,1939,"Fabric quality is poor, not suitable for Onam.",11-04-2024,2,Negative,Onam Saree,"Cotton, formal",1391,Onam
266,117,1212,"Not a good fit for office wear, very uncomfortable.",12-07-2023,2,Negative,Office Saree,"Cotton, handloom",1507,Jaipuri
267,122,1564,"Colors faded after one wash, very disappointing.",20-08-2023,1,Negative,Onam Saree,"Cotton, handloom",1327,Office
268,111,1293,"Colors are okay, but not very vibrant.",27-10-2023,3,Neutral,Jaipuri Saree,"Cotton, printed",1914,Jaipuri
269,146,1849,Decent for the price but could be better.,30-04-2024,3,Neutral,Onam Saree,"Cotton, formal",1603,Jaipuri
270,126,1242,Great quality fabric and lovely patterns.,17-12-2023,4,Positive,Jaipuri Saree,"Cotton, handloom",1172,Onam
271,136,1236,"Prints are fine, but quality is average.",20-10-2023,3,Neutral,Jaipuri Saree,"Cotton, printed",1751,Onam
272,130,1650,Vibrant colors and comfortable fabric.,15-10-2023,5,Positive,Kalamkari Saree,"Cotton, lightweight",1867,Kalamkari
273,154,1931,"Comfortable and formal, ideal for work.",18-09-2023,4,Positive,Office Saree,"Cotton, lightweight",1254,Office
274,191,1174,Feels very soft and comfortable to wear.,31-03-2024,5,Positive,Jaipuri Saree,"Cotton, lightweight",1191,Jaipuri
275,186,1893,Decent saree but colors are a bit off.,29-01-2024,3,Neutral,Kalamkari Saree,"Cotton, lightweight",1759,Office
276,145,1742,Looks professional and feels comfortable.,09-06-2024,5,Positive,Office Saree,"Cotton, lightweight",1015,Onam
277,143,1556,The cotton fabric is very comfortable.,19-10-2023,4,Positive,Onam Saree,"Cotton, handloom",1876,Office
278,170,1930,"Simple yet stylish, great for daily wear.",22-07-2023,4,Positive,Office Saree,"Cotton, printed",1482,Jaipuri
279,121,1672,"Fabric is too stiff, not comfortable for office.",16-07-2023,2,Negative,Office Saree,"Cotton, lightweight",1462,Kalamkari
280,153,1446,"Not comfortable, fabric feels harsh on the skin.",03-07-2024,1,Negative,Onam Saree,"Cotton, handloom",1787,Office
281,160,1482,"Not comfortable, fabric feels harsh on the skin.",29-09-2023,1,Negative,Onam Saree,"Cotton, formal",1387,Office
282,136,1908,Decent saree but colors are a bit off.,25-09-2023,3,Neutral,Kalamkari Saree,"Cotton, printed",1770,Office
283,172,1574,"Too lightweight, feels cheap.",26-06-2024,2,Negative,Onam Saree,"Cotton, formal",1426,Jaipuri
284,115,1635,Satisfactory for office but expected better.,25-05-2024,3,Neutral,Office Saree,"Cotton, lightweight",1762,Jaipuri
285,170,1354,Prints faded after first wash.,23-01-2024,2,Negative,Jaipuri Saree,"Cotton, printed",1638,Office
286,134,1055,Perfect saree for Onam celebrations.,07-07-2023,4,Positive,Onam Saree,"Cotton, handloom",1828,Kalamkari
287,134,1701,"Comfortable and formal, ideal for work.",30-10-2023,4,Positive,Office Saree,"Cotton, formal",1641,Onam
288,118,1662,The saree is okay for office but nothing special.,10-05-2024,3,Neutral,Office Saree,"Cotton, lightweight",1946,Onam
289,185,1690,"Disappointed with the purchase, not worth the price.",17-03-2024,1,Negative,Kalamkari Saree,"Cotton, handloom",1221,Kalamkari
290,125,1938,The saree looks stunning and is of great quality.,12-03-2024,4,Positive,Kalamkari Saree,"Cotton, handloom",1596,Jaipuri
291,171,1063,"Not as vibrant as shown in the picture, quite dull.",14-01-2024,1,Negative,Kalamkari Saree,"Cotton, printed",1695,Kalamkari
292,158,1275,"Disappointed with the quality, feels rough.",04-10-2023,2,Negative,Office Saree,"Cotton, handloom",1020,Kalamkari
293,126,1900,"Not as vibrant as shown in the picture, quite dull.",23-12-2023,2,Negative,Kalamkari Saree,"Cotton, printed",1387,Kalamkari
294,102,1561,"Average quality, suitable for occasional office wear.",06-12-2023,3,Neutral,Office Saree,"Cotton, handloom",1406,Onam
295,152,1396,Perfect saree for Onam celebrations.,12-06-2024,5,Positive,Onam Saree,"Cotton, printed",1517,Onam
296,170,1232,Great quality fabric and lovely patterns.,08-03-2024,5,Positive,Jaipuri Saree,"Cotton, handloom",1398,Jaipuri
297,151,1881,"Colors are dull, not as shown in the picture.",24-02-2024,2,Negative,Office Saree,"Cotton, printed",1464,Onam
298,185,1828,"Lightweight and easy to wear, ideal for festive occasions.",01-11-2023,4,Positive,Onam Saree,"Cotton, lightweight",1791,Jaipuri
299,175,1492,The handloom work on this saree is exceptional.,17-08-2023,4,Positive,Kalamkari Saree,"Cotton, printed",1609,Jaipuri
300,142,1186,"Disappointed with the purchase, not worth the price.",24-06-2024,2,Negative,Kalamkari Saree,"Cotton, printed",1841,Office
301,194,1668,"Average quality, suitable for occasional office wear.",13-06-2024,3,Neutral,Office Saree,"Cotton, formal",1674,Office
302,114,1348,I love the traditional Kalamkari patterns.,11-05-2024,5,Positive,Kalamkari Saree,"Cotton, printed",1681,Office
303,126,1254,Okay for casual wear but not for Onam.,23-02-2024,3,Neutral,Onam Saree,"Cotton, printed",1560,Kalamkari
304,161,1259,"Not a good fit for office wear, very uncomfortable.",21-04-2024,2,Negative,Office Saree,"Cotton, handloom",1226,Office
305,124,1315,"Not comfortable, fabric feels harsh on the skin.",27-10-2023,2,Negative,Onam Saree,"Cotton, lightweight",1260,Kalamkari
306,127,1392,"Perfect for summer, light and airy.",16-01-2024,5,Positive,Jaipuri Saree,"Cotton, printed",1774,Onam
307,148,1432,Fabric is fine but the design is not great.,04-01-2024,3,Neutral,Kalamkari Saree,"Cotton, handloom",1758,Office
308,150,1770,It's okay for casual wear.,19-08-2023,3,Neutral,Jaipuri Saree,"Cotton, handloom",1830,Onam
309,136,1466,Expected more vibrant colors.,23-07-2023,3,Neutral,Onam Saree,"Cotton, lightweight",1295,Jaipuri
310,150,1227,"Colors are dull, not as shown in the picture.",08-04-2024,2,Negative,Office Saree,"Cotton, formal",1141,Kalamkari
311,181,1484,The saree looks stunning and is of great quality.,06-01-2024,4,Positive,Kalamkari Saree,"Cotton, lightweight",1669,Office
312,183,1236,"Fabric is too stiff, not comfortable for office.",29-03-2024,1,Negative,Office Saree,"Cotton, handloom",1534,Onam
313,152,1110,Feels very soft and comfortable to wear.,30-01-2024,5,Positive,Jaipuri Saree,"Cotton, printed",1444,Jaipuri
314,190,1275,Feels very soft and comfortable to wear.,14-01-2024,4,Positive,Jaipuri Saree,"Cotton, formal",1395,Office
315,130,1096,The saree is okay for office but nothing special.,15-07-2023,3,Neutral,Office Saree,"Cotton, printed",1089,Jaipuri
316,100,1742,"Prints are fine, but quality is average.",09-03-2024,3,Neutral,Jaipuri Saree,"Cotton, handloom",1687,Kalamkari
317,198,1302,Decent for the price but could be better.,12-07-2023,3,Neutral,Onam Saree,"Cotton, lightweight",1474,Jaipuri
318,142,1455,"Disappointed with the quality, looks cheap.",09-05-2024,2,Negative,Jaipuri Saree,"Cotton, handloom",1130,Office
319,135,1363,"Disappointed with the purchase, not worth the price.",29-02-2024,1,Negative,Kalamkari Saree,"Cotton, handloom",1391,Kalamkari
320,151,1536,Expected more vibrant colors.,26-05-2024,3,Neutral,Onam Saree,"Cotton, printed",1922,Office
321,136,1386,"Disappointed with the quality, feels rough.",26-01-2024,1,Negative,Office Saree,"Cotton, lightweight",1816,Onam
322,138,1006,"Disappointed with the purchase, not worth the price.",09-04-2024,2,Negative,Kalamkari Saree,"Cotton, handloom",1603,Kalamkari
323,182,1689,"Lightweight and easy to wear, ideal for festive occasions.",18-05-2024,5,Positive,Onam Saree,"Cotton, printed",1997,Jaipuri
324,149,1569,The saree looks stunning and is of great quality.,19-08-2023,4,Positive,Kalamkari Saree,"Cotton, lightweight",1815,Onam
325,122,1675,I love the traditional Kalamkari patterns.,11-09-2023,4,Positive,Kalamkari Saree,"Cotton, handloom",1242,Kalamkari
326,182,1118,"Colors are dull, not as shown in the picture.",09-10-2023,1,Negative,Office Saree,"Cotton, printed",1738,Office
327,197,1941,"Disappointed with the quality, looks cheap.",27-08-2023,1,Negative,Jaipuri Saree,"Cotton, handloom",1613,Onam
328,113,1881,"Perfect saree for office wear, very elegant.",16-04-2024,5,Positive,Office Saree,"Cotton, printed",1502,Kalamkari
329,172,1226,"Colors are dull, not as shown in the picture.",26-06-2024,2,Negative,Office Saree,"Cotton, handloom",1017,Jaipuri
330,108,1752,"Average quality, not very impressive.",16-03-2024,3,Neutral,Onam Saree,"Cotton, lightweight",1814,Kalamkari
331,144,1319,Great quality fabric and lovely patterns.,04-05-2024,4,Positive,Jaipuri Saree,"Cotton, handloom",1825,Office
332,116,1029,The colors are vibrant and look amazing.,09-03-2024,4,Positive,Jaipuri Saree,"Cotton, handloom",1201,Jaipuri
333,103,1995,"Not a good fit for office wear, very uncomfortable.",17-03-2024,2,Negative,Office Saree,"Cotton, printed",1460,Onam
334,197,1522,Okay for casual wear but not for Onam.,12-10-2023,3,Neutral,Onam Saree,"Cotton, printed",1969,Jaipuri
335,166,1664,"Simple yet stylish, great for daily wear.",19-01-2024,5,Positive,Office Saree,"Cotton, printed",1623,Office
336,140,1816,Feels very soft and comfortable to wear.,13-08-2023,5,Positive,Jaipuri Saree,"Cotton, printed",1650,Onam
337,110,1077,"Colors faded after one wash, very disappointing.",30-04-2024,1,Negative,Onam Saree,"Cotton, handloom",1953,Office
338,146,1533,"Perfect for summer, light and airy.",05-09-2023,4,Positive,Jaipuri Saree,"Cotton, printed",1250,Office
339,193,1828,Okay for casual wear but not for Onam.,02-06-2024,3,Neutral,Onam Saree,"Cotton, formal",1856,Kalamkari
340,161,1831,The fabric is rough and uncomfortable.,21-07-2023,2,Negative,Kalamkari Saree,"Cotton, printed",1227,Kalamkari
341,183,1446,The saree is okay for office but nothing special.,09-08-2023,3,Neutral,Office Saree,"Cotton, formal",1845,Kalamkari
342,195,1730,"Perfect for summer, light and airy.",04-12-2023,4,Positive,Jaipuri Saree,"Cotton, printed",1959,Onam
343,179,1192,The saree is okay for office but nothing special.,29-07-2023,3,Neutral,Office Saree,"Cotton, printed",1509,Jaipuri
344,161,1998,Expected more vibrant colors.,30-10-2023,3,Neutral,Onam Saree,"Cotton, handloom",1224,Kalamkari
345,195,1519,"Colors are okay, but not very vibrant.",21-10-2023,3,Neutral,Jaipuri Saree,"Cotton, handloom",1005,Onam
346,137,1586,The fabric is good quality and easy to maintain.,02-06-2024,4,Positive,Office Saree,"Cotton, printed",1533,Onam
347,108,1157,Satisfactory but expected better.,08-05-2024,3,Neutral,Kalamkari Saree,"Cotton, lightweight",1799,Onam
348,130,1024,Poor quality handloom work.,02-08-2023,1,Negative,Kalamkari Saree,"Cotton, lightweight",1705,Office
349,167,1736,Perfect saree for Onam celebrations.,31-01-2024,4,Positive,Onam Saree,"Cotton, printed",1021,Onam
350,116,1248,It's okay for casual wear.,11-11-2023,3,Neutral,Jaipuri Saree,"Cotton, printed",1104,Jaipuri
351,129,1095,The cotton fabric is very comfortable.,01-12-2023,5,Positive,Onam Saree,"Cotton, formal",1582,Office
352,100,1162,The saree looks stunning and is of great quality.,01-05-2024,5,Positive,Kalamkari Saree,"Cotton, formal",1022,Jaipuri
353,172,1806,"Average quality, suitable for occasional wear.",20-05-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1834,Office
354,192,1091,Colors are not as vibrant as shown.,01-03-2024,1,Negative,Jaipuri Saree,"Cotton, lightweight",1469,Office
355,173,1743,The saree tore after a few uses.,29-03-2024,1,Negative,Onam Saree,"Cotton, formal",1133,Kalamkari
356,162,1920,Okay for casual wear but not for Onam.,21-12-2023,3,Neutral,Onam Saree,"Cotton, handloom",1228,Onam
357,138,1134,"Looks cheap, not suitable for formal wear.",17-01-2024,1,Negative,Office Saree,"Cotton, printed",1492,Kalamkari
358,118,1639,Colors are not as vibrant as shown.,12-06-2024,1,Negative,Jaipuri Saree,"Cotton, printed",1058,Jaipuri
359,169,1776,"Looks cheap, not suitable for formal wear.",15-03-2024,2,Negative,Office Saree,"Cotton, formal",1591,Jaipuri
360,179,1067,"Fabric quality is poor, not suitable for Onam.",20-09-2023,2,Negative,Onam Saree,"Cotton, handloom",1883,Office
361,102,1048,The saree shrunk after washing.,03-03-2024,1,Negative,Jaipuri Saree,"Cotton, lightweight",1298,Jaipuri
362,123,1546,The prints on this Jaipuri saree are beautiful.,28-05-2024,5,Positive,Jaipuri Saree,"Cotton, handloom",1967,Onam
363,181,1310,"Simple yet stylish, great for daily wear.",08-11-2023,5,Positive,Office Saree,"Cotton, formal",1750,Onam
364,140,1483,Feels very soft and comfortable to wear.,11-05-2024,4,Positive,Jaipuri Saree,"Cotton, handloom",1762,Onam
365,174,1663,"Simple yet stylish, great for daily wear.",07-02-2024,4,Positive,Office Saree,"Cotton, lightweight",1176,Onam
366,181,1916,"Average quality, suitable for occasional wear.",11-02-2024,3,Neutral,Kalamkari Saree,"Cotton, lightweight",1868,Onam
367,165,1948,Expected more vibrant colors.,31-12-2023,3,Neutral,Onam Saree,"Cotton, printed",1064,Office
368,155,1218,"Lightweight and easy to wear, ideal for festive occasions.",10-11-2023,4,Positive,Onam Saree,"Cotton, printed",1758,Office
369,181,1302,Great quality fabric and lovely patterns.,05-09-2023,5,Positive,Jaipuri Saree,"Cotton, printed",1956,Jaipuri
370,115,1516,It's okay for casual wear.,12-06-2024,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1300,Jaipuri
371,167,1011,"Disappointed with the quality, looks cheap.",02-09-2023,2,Negative,Jaipuri Saree,"Cotton, handloom",1795,Kalamkari
372,135,1097,Prints faded after first wash.,08-03-2024,1,Negative,Jaipuri Saree,"Cotton, lightweight",1040,Onam
373,170,1574,"Fabric feels rough, not comfortable.",02-01-2024,1,Negative,Jaipuri Saree,"Cotton, lightweight",1321,Onam
374,191,1481,"Average quality, suitable for occasional office wear.",12-11-2023,3,Neutral,Office Saree,"Cotton, lightweight",1200,Office
375,105,1216,Decent saree but colors are a bit off.,02-06-2024,3,Neutral,Kalamkari Saree,"Cotton, printed",1294,Kalamkari
376,116,1517,Feels very soft and comfortable to wear.,08-01-2024,4,Positive,Jaipuri Saree,"Cotton, lightweight",1902,Kalamkari
377,150,1263,Great quality fabric and lovely patterns.,02-07-2024,5,Positive,Jaipuri Saree,"Cotton, printed",1043,Onam
378,184,1442,The saree tore after a few uses.,24-07-2023,2,Negative,Onam Saree,"Cotton, printed",1617,Office
379,126,1730,"Disappointed with the quality, feels rough.",27-02-2024,1,Negative,Office Saree,"Cotton, formal",1610,Kalamkari
380,129,1422,"Fabric feels rough, not comfortable.",14-11-2023,2,Negative,Jaipuri Saree,"Cotton, lightweight",1790,Jaipuri
381,191,1247,The handloom work on this saree is exceptional.,15-09-2023,5,Positive,Kalamkari Saree,"Cotton, printed",1017,Onam
382,117,1995,Satisfactory for office but expected better.,06-02-2024,3,Neutral,Office Saree,"Cotton, formal",1435,Kalamkari
383,128,1499,"Fabric quality is poor, not suitable for Onam.",08-05-2024,2,Negative,Onam Saree,"Cotton, printed",1888,Kalamkari
384,185,1535,I love the traditional Kalamkari patterns.,06-02-2024,5,Positive,Kalamkari Saree,"Cotton, lightweight",1515,Office
385,126,1361,"Decent saree, but expected better quality.",28-02-2024,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1653,Jaipuri
386,137,1586,Fabric is fine but the design is not great.,16-02-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1976,Office
387,125,1942,"Perfect saree for office wear, very elegant.",08-01-2024,4,Positive,Office Saree,"Cotton, printed",1808,Onam
388,193,1821,The prints on this Jaipuri saree are beautiful.,05-01-2024,4,Positive,Jaipuri Saree,"Cotton, printed",1114,Jaipuri
389,163,1338,Satisfactory but expected better.,11-07-2023,3,Neutral,Kalamkari Saree,"Cotton, handloom",1436,Onam
390,169,1109,Satisfactory but expected better.,09-07-2023,3,Neutral,Kalamkari Saree,"Cotton, formal",1822,Office
391,177,1572,Great quality fabric and lovely patterns.,19-09-2023,4,Positive,Jaipuri Saree,"Cotton, formal",1644,Office
392,166,1549,Perfect saree for Onam celebrations.,31-01-2024,5,Positive,Onam Saree,"Cotton, printed",1857,Jaipuri
393,146,1143,The cotton fabric is very comfortable.,28-02-2024,5,Positive,Onam Saree,"Cotton, printed",1461,Office
394,121,1018,Prints faded after first wash.,25-02-2024,2,Negative,Jaipuri Saree,"Cotton, formal",1139,Jaipuri
395,118,1317,"Too lightweight, feels cheap.",27-02-2024,1,Negative,Onam Saree,"Cotton, formal",1008,Kalamkari
396,130,1968,The handloom work on this saree is exceptional.,16-09-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1587,Jaipuri
397,185,1040,"The saree is fine, but not very festive.",08-03-2024,3,Neutral,Onam Saree,"Cotton, formal",1859,Onam
398,158,1970,Decent saree but not very stylish.,06-08-2023,3,Neutral,Office Saree,"Cotton, lightweight",1353,Jaipuri
399,126,1665,Prints faded after first wash.,10-01-2024,1,Negative,Jaipuri Saree,"Cotton, handloom",1347,Jaipuri
400,168,1815,Expected more vibrant colors.,07-03-2024,3,Neutral,Onam Saree,"Cotton, lightweight",1511,Office
401,173,1201,"Disappointed with the quality, feels rough.",26-01-2024,1,Negative,Office Saree,"Cotton, handloom",1948,Jaipuri
402,104,1770,Looks professional and feels comfortable.,15-08-2023,4,Positive,Office Saree,"Cotton, formal",1584,Jaipuri
403,115,1464,Great quality fabric and lovely patterns.,05-10-2023,5,Positive,Jaipuri Saree,"Cotton, lightweight",1186,Kalamkari
404,111,1950,The saree looks stunning and is of great quality.,03-12-2023,4,Positive,Kalamkari Saree,"Cotton, formal",1116,Jaipuri
405,172,1260,The saree shrunk after washing.,19-08-2023,2,Negative,Jaipuri Saree,"Cotton, lightweight",1705,Kalamkari
406,115,1056,Decent saree but colors are a bit off.,04-06-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1165,Kalamkari
407,151,1668,Poor quality handloom work.,02-02-2024,1,Negative,Kalamkari Saree,"Cotton, handloom",1514,Jaipuri
408,122,1898,The handloom work on this saree is exceptional.,19-06-2024,4,Positive,Kalamkari Saree,"Cotton, formal",1473,Jaipuri
409,127,1736,"Perfect for summer, light and airy.",27-01-2024,4,Positive,Jaipuri Saree,"Cotton, formal",1626,Jaipuri
410,151,1870,"The saree is okay, but nothing special.",23-08-2023,3,Neutral,Kalamkari Saree,"Cotton, formal",1311,Kalamkari
411,187,1571,"Lightweight and easy to wear, ideal for festive occasions.",27-06-2024,5,Positive,Onam Saree,"Cotton, lightweight",1753,Kalamkari
412,135,1378,"Colors faded after one wash, very disappointing.",28-01-2024,1,Negative,Onam Saree,"Cotton, printed",1025,Jaipuri
413,111,1452,"Prints are fine, but quality is average.",22-07-2023,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1319,Jaipuri
414,133,1085,Decent saree but colors are a bit off.,06-06-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1672,Kalamkari
415,195,1009,The colors are vibrant and look amazing.,24-11-2023,4,Positive,Jaipuri Saree,"Cotton, formal",1594,Onam
416,153,1729,Expected more vibrant colors.,03-02-2024,3,Neutral,Onam Saree,"Cotton, handloom",1665,Jaipuri
417,103,1284,Perfect saree for Onam celebrations.,19-10-2023,4,Positive,Onam Saree,"Cotton, lightweight",1651,Onam
418,107,1777,The saree is okay for office but nothing special.,27-11-2023,3,Neutral,Office Saree,"Cotton, printed",1940,Kalamkari
419,157,1941,"Average quality, suitable for occasional office wear.",30-07-2023,3,Neutral,Office Saree,"Cotton, handloom",1512,Onam
420,104,1194,"Colors are dull, not as shown in the picture.",07-09-2023,2,Negative,Office Saree,"Cotton, formal",1586,Office
421,127,1725,Great quality fabric and lovely patterns.,28-01-2024,5,Positive,Jaipuri Saree,"Cotton, lightweight",1004,Jaipuri
422,166,1271,The saree shrunk after washing.,27-03-2024,2,Negative,Jaipuri Saree,"Cotton, formal",1261,Kalamkari
423,106,1552,"Colors are dull, not as shown in the picture.",07-12-2023,2,Negative,Office Saree,"Cotton, formal",1616,Jaipuri
424,139,1476,Decent saree but not very stylish.,11-07-2023,3,Neutral,Office Saree,"Cotton, handloom",1758,Onam
425,146,1871,"Disappointed with the purchase, not worth the price.",01-10-2023,2,Negative,Kalamkari Saree,"Cotton, formal",1442,Office
426,115,1331,"Disappointed with the quality, feels rough.",19-06-2024,2,Negative,Office Saree,"Cotton, printed",1167,Office
427,143,1000,The fabric is rough and uncomfortable.,11-12-2023,2,Negative,Kalamkari Saree,"Cotton, printed",1834,Office
428,100,1701,"Average quality, not very impressive.",21-01-2024,3,Neutral,Onam Saree,"Cotton, formal",1317,Kalamkari
429,176,1610,Decent for the price but could be better.,14-01-2024,3,Neutral,Onam Saree,"Cotton, lightweight",1921,Onam
430,173,1929,"Not as vibrant as shown in the picture, quite dull.",27-09-2023,2,Negative,Kalamkari Saree,"Cotton, printed",1429,Jaipuri
431,160,1323,The saree is okay for office but nothing special.,21-01-2024,3,Neutral,Office Saree,"Cotton, printed",1176,Jaipuri
432,180,1421,Fabric is fine but not very comfortable.,29-05-2024,3,Neutral,Office Saree,"Cotton, printed",1843,Office
433,107,1371,"Colors faded after one wash, very disappointing.",08-12-2023,1,Negative,Onam Saree,"Cotton, printed",1293,Jaipuri
434,149,1492,Okay for casual wear but not for Onam.,02-04-2024,3,Neutral,Onam Saree,"Cotton, printed",1045,Kalamkari
435,124,1933,Okay for casual wear but not for Onam.,03-01-2024,3,Neutral,Onam Saree,"Cotton, lightweight",1198,Kalamkari
436,176,1429,"Average quality, not very impressive.",05-11-2023,3,Neutral,Onam Saree,"Cotton, handloom",1140,Office
437,129,1241,"Beautiful traditional design, highly recommend.",28-08-2023,5,Positive,Onam Saree,"Cotton, handloom",1589,Office
438,176,1616,"Colors faded after one wash, very disappointing.",20-11-2023,1,Negative,Onam Saree,"Cotton, handloom",1206,Kalamkari
439,142,1695,"Average quality, not very impressive.",01-03-2024,3,Neutral,Onam Saree,"Cotton, formal",1564,Jaipuri
440,109,1440,"The saree is okay, but nothing special.",22-09-2023,3,Neutral,Kalamkari Saree,"Cotton, handloom",1514,Kalamkari
441,145,1942,"Average quality, not very impressive.",30-08-2023,3,Neutral,Onam Saree,"Cotton, printed",1725,Office
442,168,1392,"Not a good fit for office wear, very uncomfortable.",03-12-2023,1,Negative,Office Saree,"Cotton, lightweight",1580,Kalamkari
443,123,1859,Fabric is satisfactory but nothing special.,21-09-2023,3,Neutral,Jaipuri Saree,"Cotton, formal",1874,Kalamkari
444,143,1025,The fabric is rough and uncomfortable.,20-07-2023,2,Negative,Kalamkari Saree,"Cotton, lightweight",1785,Onam
